"";"orig.ident";"nCount_RNA";"nFeature_RNA";"batches";"dataset";"nCount";"nUMI";"pMito";"pRibo";"pHb";"pChY";"pChX";"pnonXY";"pPCG";"pNCG";"pMito_UMIs";"pRibo_UMIs";"pHb_UMIs";"pChY_UMIs";"pChX_UMIs";"pnonXY_UMIs";"pPCG_UMIs";"pNCG_UMIs";"SEL_nCount";"SEL_nUMI";"SEL_pMito";"SEL_pRibo";"SEL_pHb";"SEL_pChY";"SEL_pChX";"SEL_pnonXY";"SEL_pPCG";"SEL_pNCG";"SEL_pMito_UMIs";"SEL_pRibo_UMIs";"SEL_pHb_UMIs";"SEL_pChY_UMIs";"SEL_pChX_UMIs";"SEL_pnonXY_UMIs";"SEL_pPCG_UMIs";"SEL_pNCG_UMIs";"S.Score";"G2M.Score";"Phase";"metadata_clusters";"clusters";"outlier";"subgroups"
"GSM2906396BoneMarrow1_381";"GSM2906396BoneMarrow1";668;415;"GSM2906396BoneMarrow1";"GSE132042";27,2396769437525;21,8632111090754;0,0734223098214352;0,33445453842777;0;0;0,155752239495349;0,987796153005357;0,94953528142658;0,0971285862357264;0,0792221599529769;0,351327428964913;0;0;0,151698886947977;0,988426753835986;0,932894896024889;0,112037053045991;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0291939157171718;0,0268321260866181;"G2M";"2";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_1";"GSM2906396BoneMarrow1";6227;1978;"GSM2906396BoneMarrow1";"GSE132042";82,2435407798084;47,8643917750973;0,0643394310599563;0,228770400007462;0,0121590095771449;0;0,165380410178969;0,986229851469238;0,959637843180984;0,0787993882189341;0,072373250482628;0,223069339357747;0,0208923578241367;0;0,169730317326684;0,985490547585406;0,929416444861532;0,106530540230236;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00720721404158151;0,103166934127249;"G2M";"1";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_5";"GSM2906396BoneMarrow1";3615;1228;"GSM2906396BoneMarrow1";"GSE132042";62,4739945897491;37,6164857476081;0,0659971505374845;0,237417137668112;0;0;0,17015313143557;0,985417633220895;0,963196701739241;0,0767652453601811;0,0751911580396912;0,245093189171164;0;0;0,155010543355079;0,98791281571238;0,933476347784341;0,0920899851831063;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00333904984547789;0,102473270413879;"G2M";"2";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_19";"GSM2906396BoneMarrow1";3093;1121;"GSM2906396BoneMarrow1";"GSE132042";57,5325994545701;35,6370593624109;0,0737432469128991;0,227291951947137;0,017381449986275;0;0,164894912978794;0,986311141412139;0,968226334928743;0,0491621646085994;0,0793675790132545;0,261732567724909;0,0280606766633157;0;0,137468679324694;0,990506114168269;0,941183707707238;0,0687343396623471;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0396096304404888;0,0630688947334084;"G2M";"1";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_13";"GSM2906396BoneMarrow1";5031;1828;"GSM2906396BoneMarrow1";"GSE132042";75,3989389845772;46,6797600679352;0,0784637007201089;0,356124947191731;0;0;0,174444715205559;0,984666969760259;0,943244275112752;0,0937820598949258;0,0566787684258468;0,249827843431896;0;0;0,15887396328307;0,98729887257645;0,916925645199843;0,124913921715948;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0482860977238815;-0,00490773928748192;"S";"4";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_513";"GSM2906396BoneMarrow1";489;340;"GSM2906396BoneMarrow1";"GSE132042";22,8910462845192;19,2873015219859;0,0756649908457977;0,453989945074786;0;0;0,174740811332208;0,984614467116425;0,968984673619724;0,0617802063215215;0,0518475847365213;0,384511979482553;0;0;0,186939125276492;0,982371499709178;0,957427107756338;0,0733235575106767;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0522873469782781;0,029636944191551;"S";"10";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_87";"GSM2906396BoneMarrow1";1951;814;"GSM2906396BoneMarrow1";"GSE132042";45,8366665454634;30,5122926047847;0,0786608527015769;0,256286964341507;0,0218165952144043;0;0,166150239095379;0,986100450283108;0,964135547338196;0,0844953099363362;0,0802787838498595;0,278093864795593;0,0327736762672231;0;0,13512932898956;0,990827969148445;0,934480906698413;0,113531344891289;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0289364949253369;0,0675094315320592;"G2M";"1";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906396BoneMarrow1_410";"GSM2906396BoneMarrow1";493;314;"GSM2906396BoneMarrow1";"GSE132042";23,2808934536456;18,9736659610103;0,0607456739230787;0,294475579902089;0;0;0,142461233154952;0,989800382424644;0,954693204328565;0,113644749774424;0,052704627669473;0,345607355888795;0;0;0,149071198499986;0,988826464946088;0,93392838174146;0,139443337755679;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0214357548395387;-0,0495821149602869;"G1";"2";"1";FALSE;"1_GSM2906396BoneMarrow1"
"GSM2906399BoneMarrow2_890";"GSM2906399BoneMarrow2";1129;527;"GSM2906399BoneMarrow2";"Marrow";34,132096331752;23,5372045918796;0,0828670790465042;0,354008316868428;0;0;0,182965556457453;0,983119323963381;0,987909745490979;0,0585958735309048;0,0735877874030307;0,32356319443692;0;0;0,169943715464835;0,985453770389056;0,978099534996828;0,0735877874030307;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0217902877071136;0,0169328849006443;"G2M";"6";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_4600";"GSM2906399BoneMarrow2";491;348;"GSM2906399BoneMarrow2";"Marrow";22,6715680975093;19,131126469709;0,0882162182782462;0,305589944219017;0;0;0,187134858465542;0,982334232706507;0,980351719620782;0,0763974860547543;0,0905357460425185;0,300273099737938;0;0;0,165294901226822;0,986244186613242;0,977897823397447;0,0905357460425185;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00898527948892627;0,00550712730794778;"G2M";"2";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_2582";"GSM2906399BoneMarrow2";773;430;"GSM2906399BoneMarrow2";"Marrow";28,2842712474619;21,2602916254693;0,1;0,348209706929603;0,0353553390593274;0;0,217944947177034;0,975961064797157;0,986787717799528;0,0353553390593274;0,115214305896385;0,345642917689156;0,0470360434191799;0;0,182169812833973;0,983267084414014;0,981014464995789;0,0470360434191799;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00255461526646803;-0,00318179483041967;"S";"1";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_4422";"GSM2906399BoneMarrow2";519;305;"GSM2906399BoneMarrow2";"Marrow";23,0867927612304;17,832554500127;0,0968548555282575;0,367538335099013;0;0;0,188804871626022;0,982014623338309;0,990574718999632;0,0750234484920533;0,112154430818409;0,384446019797793;0;0;0,168231646227613;0,985747489577096;0,984151136319771;0,0971285862357264;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0292742533980503;-0,000967550605315087;"G1";"6";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_562";"GSM2906399BoneMarrow2";1337;650;"GSM2906399BoneMarrow2";"Marrow";37,0135110466435;25,9615099714943;0,076416071990087;0,317379783551661;0,0382080359950435;0;0,183239303468897;0,983068338247262;0,989728267655128;0,076416071990087;0,0667161043202288;0,303295450944781;0,0385185607885673;0;0,167898513927993;0,985804285353219;0,982789586289904;0,0861301203186943;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00774505503539433;-0,0245738631407467;"S";"1";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_196";"GSM2906399BoneMarrow2";1636;670;"GSM2906399BoneMarrow2";"Marrow";41,0731055558257;26,5894716006167;0,100384559916309;0,342590293308719;0;0;0,175567502221784;0,984467395175485;0,98837343100809;0,0877837511108918;0,0921225430717611;0,307841874213199;0;0;0,172345496886428;0,985036562622409;0,974933356442865;0,12473451297462;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0434838671044701;-0,0602341528752558;"G1";"6";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_667";"GSM2906399BoneMarrow2";1225;606;"GSM2906399BoneMarrow2";"Marrow";35,5527776692624;25,1992063367083;0,0974354703692446;0,328016671388606;0,0397778642087865;0;0,20859687971743;0,978001708470978;0,988461917336888;0,0562543950463012;0,0887356509416114;0,307389311747136;0,0561213533266314;0;0,172977628156128;0,984925753626881;0,979313595387216;0,0793675790132545;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00294485975382784;0,0129922022528153;"G2M";"1";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_1321";"GSM2906399BoneMarrow2";961;452;"GSM2906399BoneMarrow2";"Marrow";31,5911379978626;21,8860686282393;0,109654220603643;0,288385735890891;0,0316544468916459;0;0,1704644133902;0,985363833194387;0,985872145754991;0,0837497943645966;0,111920043036995;0,31324285402063;0,0456911662384954;0;0,144488154263034;0,989506530184446;0,975696314709973;0,111920043036995;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0382808164295554;0,0334414446508676;"G2M";"1";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_270";"GSM2906399BoneMarrow2";1735;871;"GSM2906399BoneMarrow2";"Marrow";42,3910367884533;30,3809150619266;0,0667222917632582;0,36697260469792;0;0;0,213615561783192;0,976917801948583;0,9817477289139;0,102825957413903;0,0736010739947077;0,279296438469437;0;0;0,177254858721592;0,984164983658527;0,971980141489331;0,114022293537793;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0488668172790276;-0,0794001553763136;"S";"3";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_1681";"GSM2906399BoneMarrow2";945;470;"GSM2906399BoneMarrow2";"Marrow";31,3687742827162;22,4499443206436;0,100809729818189;0,321960458108392;0;0;0,196514340898729;0,980500950443771;0,983605446709578;0,078086880944303;0,0996023841111995;0,324281868378006;0;0;0,14773421007132;0,989027099312553;0,968758000478997;0,109108945117996;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0219652383781756;-0,022179203306442;"G1";"2";"1";FALSE;"1_GSM2906399BoneMarrow2"
"GSM2906400BoneMarrow3_937";"GSM2906400BoneMarrow3";1318;596;"GSM2906400BoneMarrow3";"GSE107727";36,9864840178139;25,1594912508182;0,117851130197758;0,330027466516002;0,0270369035217938;0;0,194965883955201;0,980810024466292;0,986013297183269;0,0974829419776003;0,112419885463869;0,322901537381911;0,0397464316758582;0;0,163878736040959;0,986480491380148;0,973584767022471;0,125689252959975;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0114870446871265;0,027091916878869;"G2M";"1";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_3402";"GSM2906400BoneMarrow3";716;421;"GSM2906400BoneMarrow3";"GSE107727";27,2396769437525;21,0475651798492;0,0820886379128898;0,408798120060452;0;0;0,207669652660466;0,978199016235388;0,985063654954678;0,0734223098214352;0,0671913140683396;0,364942247819833;0;0;0,171304910789202;0,985218060908093;0,976010213468375;0,095022867629116;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0370345166679103;-0,0435557736266971;"G1";"3";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_510";"GSM2906400BoneMarrow3";1736;820;"GSM2906400BoneMarrow3";"GSE107727";42,5910788780937;29,5127091267474;0,115023606224873;0,417373527576318;0;0;0,215189462942337;0,97657231941039;0,985003315996859;0,0704372859064394;0,0829977936713103;0,301164978760293;0;0;0,165995587342621;0,986126495426818;0,973825059670735;0,101651122135755;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0224501642279772;-0,0252362832706802;"S";"3";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_152";"GSM2906400BoneMarrow3";2280;971;"GSM2906400BoneMarrow3";"GSE107727";48,6106984109465;32,0936130717624;0,091999006416096;0,314011894941966;0;0;0,204684867659207;0,978827924076205;0,985506479726406;0,0896695395464448;0,0763232776972177;0,27163653614157;0;0;0,152646555394435;0,988280845269306;0,972435636924709;0,120677698006369;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,019620912694918;0,00272211210581698;"G2M";"2";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_606";"GSM2906400BoneMarrow3";1585;812;"GSM2906400BoneMarrow3";"GSE107727";40,5092582010582;29,2232783924049;0,104732618555046;0,379229148544022;0,0493714298611312;0;0,203563620205218;0,979061720490055;0,984956932276724;0,110397873315852;0,0905357460425185;0,292369789268342;0,0483933918495827;0;0,174484855707292;0,984659857579665;0,975700072931483;0,128036879932896;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0292459424783728;-0,0677725359161254;"G1";"1";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_1186";"GSM2906400BoneMarrow3";1100;469;"GSM2906400BoneMarrow3";"GSE107727";33,5261092284804;22,0680764907139;0,089482497940784;0,311408235228248;0,0298274993135947;0;0,183869054442271;0,982950746893508;0,993304990559527;0,0298274993135947;0,0784867139778907;0,353916195604685;0,0453143254429444;0;0,175501627785147;0,984479140787027;0,984479140787027;0,0453143254429444;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0419901178766527;0,049519510372066;"G2M";"1";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_244";"GSM2906400BoneMarrow3";2076;938;"GSM2906400BoneMarrow3";"GSE107727";46,3788745012209;31,41655614481;0,0862461636470868;0,321982469037168;0,0215615409117717;0;0,205683991186943;0,978618462818585;0,985718568945574;0,0681835791441022;0,077968117558545;0,273815030119516;0,0318303507039615;0;0,171411684409723;0,98519948967091;0,977456119761273;0,0900298273212687;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0246143758174329;-0,0266124862134985;"G1";"1";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_2077";"GSM2906400BoneMarrow3";966;459;"GSM2906400BoneMarrow3";"GSE107727";31,5119025131775;21,9544984001001;0,0777322074336472;0,317340407987688;0,04487871088652;0;0,212878417280397;0,97707869665457;0,98784149321132;0,0777322074336472;0,0910975037348554;0,340855647766188;0,0455487518674277;0;0,170427823883094;0,98537016234838;0,97691189289159;0,11157120049584;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00692877490629042;-0,0592475866781299;"S";"1";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_992";"GSM2906400BoneMarrow3";1346;672;"GSM2906400BoneMarrow3";"GSE107727";37,296112397943;26,6645832519468;0,0464405187620682;0,305708920257871;0,0464405187620682;0;0,197030434430877;0,980397372450569;0,984422159329308;0,100322986665503;0,0649569802461631;0,288065471539212;0,053037152278382;0;0,145248223443532;0,989395246393724;0,97363269195662;0,129913960492326;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0681700122242246;0,0312787604111095;"G2M";"1";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_74";"GSM2906400BoneMarrow3";2551;1076;"GSM2906400BoneMarrow3";"GSE107727";51,487862647424;33,8969025133566;0,0846587665405597;0,363353341388035;0;0;0,207370780277777;0,978262418519175;0,983645978766148;0,0776882122179163;0,0780528931816726;0,271987815218811;0;0;0,158868935148648;0,987299681679648;0,969509041050599;0,11038346011998;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0657349219358028;-0,0436390743829707;"S";"3";"1";FALSE;"1_GSM2906400BoneMarrow3"
"GSM2906401BoneMarrowcKit1_2443";"GSM2906401BoneMarrowcKit1";1616;756;"GSM2906401BoneMarrowcKit1";"GSE107727";41,1339276024063;28,49561369755;0,108721345508907;0,523671345871624;0;0;0,209129683656549;0,977887915567889;0,982410313280893;0,097243327665263;0,0928476690885259;0,315838082854618;0;0;0,16460132459708;0,98636017962045;0,968086834032258;0,131306432859723;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0168579966215717;-0,0548628982914284;"G1";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_1890";"GSM2906401BoneMarrowcKit1";1762;841;"GSM2906401BoneMarrowcKit1";"GSE107727";43;30,1827765455731;0,0900693801443585;0,460441624958682;0;0;0,19317729913763;0,98116386556879;0,980336693412;0,0838500296619532;0,0740842372179888;0,307248688055369;0;0;0,184468263031508;0,982838470927008;0,963664794078197;0,1147708067847;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0146764712706137;0,000367316683551902;"S";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_4405";"GSM2906401BoneMarrowcKit1";676;444;"GSM2906401BoneMarrowcKit1";"GSE107727";26,5329983228432;21,5638586528478;0,113066754216661;0,453834671538997;0;0;0,184637236468999;0,982806741383621;0,985693111009156;0,0652791209833867;0,0803219328902499;0,365148371670111;0;0;0,146647115021353;0,98918887157909;0,979356822075711;0,0803219328902499;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0527174213917787;-0,0309946364209109;"G1";"6";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_2722";"GSM2906401BoneMarrowcKit1";1234;700;"GSM2906401BoneMarrowcKit1";"GSE107727";35,8468966578698;27,1661554144122;0,115019876475485;0,420301911128244;0;0;0,19327205075518;0,98114520556179;0,985497958232758;0,0925219502823341;0,0973914516317963;0,316655969010576;0;0;0,176536997972427;0,984294005034514;0,976693165377639;0,110431526074847;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0140189410505096;-0,0251757408484349;"S";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_1070";"GSM2906401BoneMarrowcKit1";2115;1118;"GSM2906401BoneMarrowcKit1";"GSE107727";46,9574275274956;34,4963766213207;0,085183541999992;0,420020515641904;0;0;0,188080168172681;0,982153679594052;0,982153679594052;0,0706304617818635;0,076696498884737;0,27193672027134;0;0;0,166526551747686;0,986036970687725;0,971008312455224;0,0916698497028211;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0596008280076717;-0,080355296921167;"S";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_4676";"GSM2906401BoneMarrowcKit1";762;526;"GSM2906401BoneMarrowcKit1";"GSE107727";28,1602556806574;23,5372045918796;0,100440392190365;0,41107002131168;0;0;0,203995400882806;0,978971846591445;0,985391402894229;0,106533123634265;0,0950014250320633;0,342532509195252;0;0;0,169943715464835;0,985453770389056;0,979021835564782;0,127457786598626;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0743579711204606;-0,0350314842839232;"G1";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_4167";"GSM2906401BoneMarrowcKit1";1128;626;"GSM2906401BoneMarrowcKit1";"GSE107727";34,1906419945575;25,6320112359526;0,1132761223619;0,491153562615752;0;0;0,212926972545276;0,977068116541883;0,988384204742656;0,0653999997384;0,0955636965134993;0,333333333333333;0;0;0,165521177720474;0,986206235898976;0,980013356849927;0,0872373204317023;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0239388653104544;-0,00724991971587857;"G1";"2";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_959";"GSM2906401BoneMarrowcKit1";2287;1135;"GSM2906401BoneMarrowcKit1";"GSE107727";49,0611862881443;34,8568501158667;0,117089762420323;0,414726823560169;0;0;0,200746425982286;0,979643237334561;0,981338123095432;0,0815308455141576;0,0759033390071081;0,259787820988892;0;0;0,159732286317391;0,987160370308603;0,968644209675705;0,111111111111111;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00240268905204415;0,0582735134756481;"G2M";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_3196";"GSM2906401BoneMarrowcKit1";1050;603;"GSM2906401BoneMarrowcKit1";"GSE107727";33,0302891298275;25,1396101799531;0,11725550845118;0,434531470130134;0;0;0,193856136477189;0,981029968120311;0,987084328739949;0,0676974993682554;0,0974354703692446;0,330419756052621;0;0;0,186574721177009;0,982440773491065;0,980021957904354;0,079555728417573;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0102860448303833;-0,0017023780087987;"G1";"10";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_467";"GSM2906401BoneMarrowcKit1";2696;1332;"GSM2906401BoneMarrowcKit1";"GSE107727";53,4602656184946;38,0525951808809;0,115308330994083;0,415329087019971;0;0;0,189839901610612;0,981815059854183;0,977350211525638;0,0989801034639562;0,0743294146247166;0,24930843574295;0;0;0,168270369129778;0,985740880187551;0,960907145064737;0,12326138959847;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0623440091119488;0,0356999772387559;"G2M";"3";"1";FALSE;"1_GSM2906401BoneMarrowcKit1"
