"";"orig.ident";"nCount_RNA";"nFeature_RNA";"batches";"dataset";"nCount";"nUMI";"pMito";"pRibo";"pHb";"pChY";"pChX";"pnonXY";"pPCG";"pNCG";"pMito_UMIs";"pRibo_UMIs";"pHb_UMIs";"pChY_UMIs";"pChX_UMIs";"pnonXY_UMIs";"pPCG_UMIs";"pNCG_UMIs";"SEL_nCount";"SEL_nUMI";"SEL_pMito";"SEL_pRibo";"SEL_pHb";"SEL_pChY";"SEL_pChX";"SEL_pnonXY";"SEL_pPCG";"SEL_pNCG";"SEL_pMito_UMIs";"SEL_pRibo_UMIs";"SEL_pHb_UMIs";"SEL_pChY_UMIs";"SEL_pChX_UMIs";"SEL_pnonXY_UMIs";"SEL_pPCG_UMIs";"SEL_pNCG_UMIs";"S.Score";"G2M.Score";"Phase";"metadata_clusters";"clusters";"outlier";"subgroups"
"GSM2906401BoneMarrowcKit1_1425";"GSM2906401BoneMarrowcKit1";2099;1129;"GSM2906401BoneMarrowcKit1";"GSE107727";47,1911008559877;34,8855270850248;0,0971067767403946;0,510773030278431;0;0;0,195366166291141;0,980730371238039;0,97545080133673;0,112129247382407;0,0758409441432898;0,262720737100342;0;0;0,183546724744242;0,983010986630191;0,96572314856346;0,128194593250658;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0140324913846429;-0,0426447633847394;"S";"3";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_4188";"GSM2906401BoneMarrowcKit1";1036;652;"GSM2906401BoneMarrowcKit1";"GSE107727";33,2866339541865;26,4952825989835;0,0996383351624013;0,525521916953571;0;0;0,167267269213617;0,985911588657837;0,97161891773454;0,0950014250320633;0,0924500327042049;0,329032077861883;0;0;0,17295817388759;0,98492917008558;0,967417922046845;0,0998574482525463;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0170332272817351;0,0223090963718309;"G2M";"6";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906402BoneMarrowcKit2_472";"GSM2906402BoneMarrowcKit2";5266;1920;"GSM2906402BoneMarrowcKit2";"GSE107727";75,2329714952161;45,8148447558212;0,12609940551276;0,553498350519917;0,0132920444337838;0;0,185136755871324;0,982712766593292;0,971956607386929;0,102098130583039;0,0690229919368346;0,225780104416359;0,0218269865439834;0;0,170474214581166;0,985362137573255;0,958152502082162;0,115497556530667;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0303793252817946;-0,0543390980396548;"S";"1";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_5920";"GSM2906402BoneMarrowcKit2";1614;844;"GSM2906402BoneMarrowcKit2";"GSE107727";41,6052881254294;30,3150127824482;0,131647341523972;0,538521844503554;0;0;0,198201037002197;0,980161389226924;0,974546065951756;0,120177030980443;0,0808012109498889;0,30412470954427;0;0;0,186602403571064;0,982435515940615;0,961726774897041;0,127757932150693;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0626214801805869;-0,0470734694502153;"G1";"3";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_141";"GSM2906402BoneMarrowcKit2";6236;2123;"GSM2906402BoneMarrowcKit2";"GSE107727";81,504601097116;47,9687398208458;0,138267380220126;0,479286438353374;0,0122692459878242;0;0,191258616793249;0,981539679025934;0,978467559818895;0,0942418666489296;0,0625407298837625;0,212597601381094;0,0208469099612542;0;0,173167439752258;0,984892399102383;0,962350808521223;0,121557329140244;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0133980347286067;-0,02158403141258;"S";"1";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_4589";"GSM2906402BoneMarrowcKit2";2138;1010;"GSM2906402BoneMarrowcKit2";"GSE107727";48,155996511338;33,3316666249979;0,16741960155264;0,540311187546276;0;0;0,190322120896279;0,981721696967904;0,973340185577846;0,107902500189841;0,0948730735773275;0,279835363710662;0;0;0,172345496886428;0,985036562622409;0,956760962390249;0,123699353890856;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0198356000665559;0,025324989451568;"G2M";"3";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_2492";"GSM2906402BoneMarrowcKit2";3268;1277;"GSM2906402BoneMarrowcKit2";"GSE107727";59,3801313572141;37,4432904536981;0,144868747684195;0,560568546976488;0,0476325508229541;0;0,189784485348996;0,98182577330238;0,972829987671064;0,0807649194048149;0,0844551219150681;0,261674624543181;0,0597187894120813;0;0,173081495239364;0,984907506320114;0,956619702572292;0,0999286478681895;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0110154612367174;-0,0512401932623367;"S";"1";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_1478";"GSM2906402BoneMarrowcKit2";4008;1679;"GSM2906402BoneMarrowcKit2";"GSE107727";66,098411478643;43,1161222746202;0,149002942453138;0,520136961028946;0;0;0,178367767981247;0,983963891281275;0,96908023539446;0,117188394079904;0,0656002204171109;0,230769230769231;0;0;0,165632437515063;0,986187556017018;0,95233356269299;0,137212705387053;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0523023006780414;0,00520886279261627;"G2M";"3";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_1838";"GSM2906402BoneMarrowcKit2";3417;1398;"GSM2906402BoneMarrowcKit2";"GSE107727";60,3655530911463;39,0256326021757;0,129382558031298;0,505187144030767;0;0;0,188150627468804;0,982140184181004;0,976254856865939;0,0951629257478066;0,0724761377625562;0,251064705882217;0;0;0,166063693687481;0,986115028604103;0,959453773251855;0,128120921215285;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0152513831639533;-0,0558266192454357;"S";"3";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_4325";"GSM2906402BoneMarrowcKit2";1913;983;"GSM2906402BoneMarrowcKit2";"GSE107727";45,5192267069642;32,78719262151;0,1489992355711;0,541251944988346;0;0;0,185111883104271;0,982717452136468;0,971107714442735;0,112019027617019;0,101156107771775;0,294128590767672;0;0;0,167053813916911;0,985947779172819;0,959166304662544;0,114119480431491;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0302188622781329;-0,0430085218139288;"G1";"3";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_2232";"GSM2906402BoneMarrowcKit2";3055;1388;"GSM2906402BoneMarrowcKit2";"GSE107727";57,2538208331985;38,7556447501522;0,119741433857735;0,531497246237249;0;0;0,175531964065767;0,984473732301281;0,971057681157112;0,115856889272698;0,0815952793600721;0,255433627809089;0;0;0,161137765573462;0,986931922933893;0,963377325958235;0,106387228291473;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,046436337257163;-0,0544996158888925;"G1";"3";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906402BoneMarrowcKit2_6843";"GSM2906402BoneMarrowcKit2";1273;688;"GSM2906402BoneMarrowcKit2";"GSE107727";36,8917334913934;27,367864366808;0,150921733296402;0,562089102106448;0;0;0,173565284996072;0,984822365629575;0,977708938566348;0,0766683171829277;0,10961761428628;0,336874822738249;0;0;0,179004814548404;0,983848197827536;0,962584416217331;0,10334847786576;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0547391945777779;-0,0181396885403675;"G1";"6";"8";FALSE;"9_GSM2906402BoneMarrowcKit2"
"GSM2906403BoneMarrowcKit3_4067";"GSM2906403BoneMarrowcKit3";737;472;"GSM2906403BoneMarrowcKit3";"GSE107727";27,6586333718787;22,248595461287;0,108465228909328;0,430837457787365;0;0;0,173393654662229;0,984852598373419;0,986841531934245;0,108465228909328;0,100503781525921;0,353910335046217;0;0;0,149071198499986;0,988826464946088;0,9806202943118;0,127128345232746;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0177700423985616;-0,041915805117979;"G1";"6";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_308";"GSM2906403BoneMarrowcKit3";1838;1002;"GSM2906403BoneMarrowcKit3";"GSE107727";44,226688774992;32,8176781628439;0,13566468949384;0,5;0;0;0,172198582277095;0,985062256033475;0,977769256949921;0,108437499079165;0,0806196982594614;0,285846898525192;0;0;0,152356908834001;0,988325539653078;0,96695638088051;0,109866129394437;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00239412935553066;-0,0637637536250695;"S";"3";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_591";"GSM2906403BoneMarrowcKit3";1783;1032;"GSM2906403BoneMarrowcKit3";"GSE107727";43,4511219648009;33,166247903554;0,121780575111864;0,477236039385266;0;0;0,188380700008237;0,982096080770312;0,979395783988738;0,100317293235184;0,0797724035217466;0,26798914496334;0;0;0,180906806746658;0,983500242639892;0,971877283686297;0,108711461300922;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0713805572799841;0,0579081528736711;"G2M";"3";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_147";"GSM2906403BoneMarrowcKit3";2509;1275;"GSM2906403BoneMarrowcKit3";"GSE107727";51,4587213210744;36,8374809127877;0,124432245361886;0,472427043233395;0;0;0,171628066916441;0,985161817493211;0,980936108799563;0,097165259292059;0,0718222648646462;0,25027619231402;0;0;0,155943416981693;0,987765989847835;0,971214283753507;0,124399811860236;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00857178183706682;-0,0316527391583072;"S";"3";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_158";"GSM2906403BoneMarrowcKit3";2547;1297;"GSM2906403BoneMarrowcKit3";"GSE107727";52,1152568831815;37,3496987939662;0,137031434855068;0,489206023201847;0;0;0,161682974950386;0,986842751207705;0,97765913205871;0,101534616513362;0,0757282445662753;0,248291654148329;0;0;0,167203436709034;0,985922416193429;0,966833504327196;0,122693779144911;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0666566177609162;-0,0305911082216316;"S";"3";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_1174";"GSM2906403BoneMarrowcKit3";1309;820;"GSM2906403BoneMarrowcKit3";"GSE107727";37,0405183549043;29,4788059459674;0,111313388924854;0,485203813386479;0;0;0,172868105572423;0,984944982258299;0,981609317046224;0,0714285714285714;0,0830932483246752;0,307182901326985;0;0;0,16961338288819;0,985510679975222;0,973172951039646;0,0897509660301056;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00779618534913955;0,00623773697465135;"S";"6";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_1485";"GSM2906403BoneMarrowcKit3";1355;827;"GSM2906403BoneMarrowcKit3";"GSE107727";37,841775856849;29,7657521322744;0,108956451758894;0,447681800404492;0;0;0,171258894480104;0,985226060892348;0,978826112575271;0,091541729654603;0,0888857536442311;0,29480069404588;0;0;0,174568154690522;0,984645093101035;0,970210933291832;0,106238795717834;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0195068771565807;-0,0104291578185699;"S";"3";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_2131";"GSM2906403BoneMarrowcKit3";1161;753;"GSM2906403BoneMarrowcKit3";"GSE107727";34,9428104193123;28,1780056072107;0,117995821633708;0,399631279688114;0;0;0,159339340368364;0,987223872589685;0,981816665148827;0,0858545710548214;0,079355083133619;0,294791050108685;0;0;0,158710166267238;0,987325216493241;0,976422297870311;0,100377122645699;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0299021012246539;-0,012399059286386;"S";"6";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_2346";"GSM2906403BoneMarrowcKit3";1058;671;"GSM2906403BoneMarrowcKit3";"GSE107727";33,6303434416005;26,7394839142419;0,148675258362513;0,488596756488342;0;0;0,165557761029069;0,98620009519521;0,978549784986749;0,111258375736524;0,0916057224828689;0,321708724619808;0;0;0,171378614099395;0,985205242895799;0,973063793825023;0,118262479197817;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,000184786170767323;-0,0375897312852195;"S";"6";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_3736";"GSM2906403BoneMarrowcKit3";782;519;"GSM2906403BoneMarrowcKit3";"GSE107727";28,5657137141714;23,3023603954621;0,121267812518166;0,509709644374744;0;0;0,188518475715975;0,982069643311372;0,98642750148517;0,105021006302101;0,0858282150845749;0,356471349766598;0;0;0,191917723316582;0,981411018624195;0,981411018624195;0,121379425806881;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0269607934900131;-0,0372143226327391;"G1";"3";"8";FALSE;"9_GSM2906403BoneMarrowcKit3"
"GSM2877127SIGAB1counts_776";"GSM2877127SIGAB1counts";11271;3716;"GSM2877127SIGAB1counts";"GSE108097";108,673823895177;61,4491659829489;0,141061657419383;0,518742699366111;0,00920184791661111;0,00920184791661111;0,189700954555287;0,981798794985883;0,987045643552286;0,160439700649353;0,0539734711985466;0,150035306579281;0,016273613872603;0,016273613872603;0,176776695296637;0,984116441022873;0,993490465522818;0,113915297108221;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0257060106051877;-0,0553818984052033;"S";"22";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_6016";"GSM2877127SIGAB1counts";8479;2922;"GSM2877127SIGAB1counts";"GSE108097";94,4457516249408;54,4518135602479;0,16674138833223;0,556554905852693;0;0;0,19494738855633;0,980813700809214;0,989122453844594;0,14709442987567;0,0580747904139041;0,169315654603349;0;0;0,174224371241712;0,984705980719844;0,994419504922675;0,105498095856477;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0826764865458385;0,00771181330125877;"S";"4";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_419";"GSM2877127SIGAB1counts";8074;2881;"GSM2877127SIGAB1counts";"GSE108097";92,293011653104;54,1109970338747;0,15588931721088;0,525807332158627;0,010835056545328;0,010835056545328;0,191691718539332;0,981395377303713;0,98599014562485;0,166803575293481;0,0612929898201491;0,16937687147354;0,0184805317738643;0,0184805317738643;0,172374924957484;0,984858038090392;0,993833445821173;0,110883190643186;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0188736649041164;0,135402675598745;"G2M";"16";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_5283";"GSM2877127SIGAB1counts";4750;1997;"GSM2877127SIGAB1counts";"GSE108097";70,8096038684019;45,0555213042752;0,172385593886661;0,565953311834735;0;0;0,187886020664309;0,98219083850285;0,988465588770538;0,150785736238186;0,0736119501971158;0,202204598136118;0;0;0,184364171636604;0,982858002061716;0,994566519432639;0,101709525543122;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0186862054919399;-0,0792233566996997;"G1";"8";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_3760";"GSM2877127SIGAB1counts";8017;2937;"GSM2877127SIGAB1counts";"GSE108097";91,727858363749;54,5343928177439;0,173060923361328;0,533855025728301;0,0218036268989182;0,0109018134494591;0,185009909216238;0,982676184689195;0,991345962421501;0,130366727801282;0,0635214116477819;0,168061858147793;0,018337052057076;0,018337052057076;0,169059266655906;0,985435293096215;0,99578803620369;0,0898328418533775;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0254498400746012;-0,0670103444043596;"S";"22";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_6577";"GSM2877127SIGAB1counts";6507;2500;"GSM2877127SIGAB1counts";"GSE108097";82,7526434623088;50,4083326445142;0,165249033251799;0,556529844024307;0;0,0170896481756166;0,188374130612757;0,98194863961468;0,98869190461083;0,149961054134096;0,0657951694959769;0,180732690434183;0;0,0198379900214539;0,170652842808892;0,985131494468202;0,994079284844655;0,108657146303127;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0194950779755989;-0,0778017760352031;"S";"8";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_2326";"GSM2877127SIGAB1counts";6494;2605;"GSM2877127SIGAB1counts";"GSE108097";82,0121942152507;51,4392845984467;0,149833885619407;0,509499413244356;0,0121933086849912;0,0121933086849912;0,195853538097657;0,980557349081604;0,993960351869386;0,109739778164921;0,0614759261302765;0,179231583978353;0,0194403947839935;0,0194403947839935;0,17817416127495;0,98380691159628;0,994124842547412;0,108239537277666;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0481165192987187;0,0483922789350172;"G2M";"16";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_3105";"GSM2877127SIGAB1counts";11757;4041;"GSM2877127SIGAB1counts";"GSE108097";111,310376874755;64,0234332100365;0,146797945502906;0,527607479994289;0;0,0220059424067831;0,191211253176701;0,981302193596542;0,985160270553148;0,171401665900441;0,0541067768698589;0,144847254052629;0;0,015619281095398;0,180806250499162;0,983394700940826;0,994495707689496;0,103606589777053;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00564173015187364;-0,0837757470814103;"G1";"8";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_4954";"GSM2877127SIGAB1counts";16612;4466;"GSM2877127SIGAB1counts";"GSE108097";131,692824405888;67,3795221116921;0,153567580522273;0,517914107527261;0;0,0186000243660479;0,192849157218509;0,981052109550605;0,990673221277122;0,136259196549847;0,0492230381933784;0,138430472059853;0;0,0148413044298881;0,173713014635474;0,984684479530918;0,993037435355597;0,117799201959856;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0955911509522846;-0,053532897836865;"S";"8";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_3518";"GSM2877127SIGAB1counts";7156;2792;"GSM2877127SIGAB1counts";"GSE108097";86,5043351514824;53,160135440008;0,158925296180742;0,502299935473884;0;0;0,19753931939609;0,980294964432915;0,990736190205776;0,135307668572019;0,0623893216769219;0,172406471767828;0;0;0,184310271033637;0,982868111188631;0,995922330324826;0,0882318248627607;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,000960663713671414;0,122474251353596;"G2M";"20";"60";FALSE;"68_GSM2877127SIGAB1counts"
"GSM2877129SIGAD1counts_457";"GSM2877129SIGAD1counts";6880;2549;"GSM2877129SIGAD1counts";"GSE108097";85,2115015710907;50,9607692249636;0,14657641006803;0,560854012665445;0;0,0117355049677855;0,194964851217602;0,98074001892084;0,984384341966588;0,176032574516783;0,0650819216584886;0,179847194799054;0;0,0196229377069556;0,171068804880026;0,985063654954678;0,992850840601301;0,119361670218245;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0291348607585573;-0,0566649730684093;"S";"8";"60";FALSE;"68_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_39";"GSM2877129SIGAD1counts";9111;3182;"GSM2877129SIGAD1counts";"GSE108097";97,8979060041633;56,8682688324517;0,16908375299205;0,566341685593955;0,010214723080568;0,0144457999164247;0,184714281010833;0,982686090903614;0,98956365487273;0,143733894357984;0,0609144903873173;0,162121067628346;0,0175844987113332;0,0175844987113332;0,173187227323788;0,984731927834662;0,993796466185529;0,109815159255115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0611642828127556;-0,0720429955216937;"G1";"13";"60";FALSE;"68_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_6762";"GSM2877129SIGAD1counts";7761;2810;"GSM2877129SIGAD1counts";"GSE108097";91,3071738693078;53,4415568635496;0,190326197390108;0,571818267024217;0;0,0268269144578853;0,173166988209201;0,984527049326337;0,983429947091928;0,181288552211022;0,0648203723552164;0,170474703841538;0;0,018712029714128;0,155433792547008;0,987669072148375;0,994029797388005;0,109108945117996;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0161323425375973;-0,066838749959362;"G1";"14";"60";FALSE;"68_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_4193";"GSM2877129SIGAD1counts";6008;2499;"GSM2877129SIGAD1counts";"GSE108097";79,8060148109151;50,4777178564959;0,175425374054453;0,514203962628564;0;0,0125303838610324;0,195329353370842;0,980657653410212;0,986961632612284;0,160467209209827;0,0657047293577;0,182645825698842;0;0,0198107212937582;0,187941004137221;0,981980506061966;0,992515159697422;0,120503913183853;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,106533340963968;0,00523953529492009;"S";"4";"60";FALSE;"68_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_2968";"GSM2877129SIGAD1counts";9637;3246;"GSM2877129SIGAD1counts";"GSE108097";100,687635785135;57,4543296888929;0,171447828395437;0,574152260904643;0;0,0198634120704547;0,186335322038256;0,982285392654202;0,989937536762626;0,141156064423654;0,0602931342841415;0,162344232429397;0;0,0174051286546177;0,17317884352569;0,984736588967639;0,993465472147974;0,112798125633006;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0257207723635303;-0,0684977295171459;"G1";"8";"60";FALSE;"68_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_3910";"GSM2877129SIGAD1counts";8946;3119;"GSM2877129SIGAD1counts";"GSE108097";97,4217634822938;56,2938717801503;0,168352726132263;0,569572296913977;0,0177788899077327;0,0102646468741222;0,18731222817796;0,982246794955095;0,985352636762942;0,170529121338022;0,0589162671792789;0,164735844280046;0,0251219807352416;0,0177639229347271;0,174954350986192;0,984416282937747;0,993827589995767;0,110935663171074;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0511594249110337;-0,0791881931449026;"G1";"13";"60";FALSE;"68_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_4898";"GSM2877129SIGAD1counts";6582;2438;"GSM2877129SIGAD1counts";"GSE108097";83,0060238777885;49,7694685525172;0,144064974859027;0,564812413469542;0;0,0208665675893476;0,197590713307803;0,980062496156012;0,98802701760536;0,153809865096069;0,0602779191189147;0,187411666717849;0;0,0200926397063049;0,189553583882492;0,98166477204132;0,994128909678894;0,106320255691409;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0782480925699756;-0,0415609749487744;"S";"4";"60";FALSE;"68_GSM2877129SIGAD1counts"
